week_start,sku_code,territory_code,units,value_inr
2025-12-30,BV-0307,T-N1,201,19943.22
2026-01-06,BV-0307,T-N1,252,25003.44
2026-01-13,BV-0307,T-N1,214,21233.08
2026-01-20,BV-0307,T-N1,253,25102.66
2026-01-27,BV-0307,T-N1,260,25797.2
2026-02-03,BV-0307,T-N1,207,20538.54
2026-02-10,BV-0307,T-N1,214,21233.08
2026-02-17,BV-0307,T-N1,256,25400.32
2026-02-24,BV-0307,T-N1,306,30361.32
2026-03-03,BV-0307,T-N1,290,28773.8
2026-03-10,BV-0307,T-N1,315,31254.3
2026-03-17,BV-0307,T-N1,257,25499.54
2026-03-24,BV-0307,T-N1,274,27186.28
2026-03-31,BV-0307,T-N1,195,19347.9
2026-04-07,BV-0307,T-N1,241,23912.02
2026-04-14,BV-0307,T-N1,235,23316.7
2026-04-21,BV-0307,T-N1,238,23614.36
2026-04-28,BV-0307,T-N1,233,23118.26
2026-05-05,BV-0307,T-N1,245,24308.9
2026-05-12,BV-0307,T-N1,254,25201.88
2026-05-19,BV-0307,T-N1,223,22126.06
2026-05-26,BV-0307,T-N1,242,24011.24
2026-06-02,BV-0307,T-N1,96,9525.12
2026-06-09,BV-0307,T-N1,210,20836.2
2026-06-16,BV-0307,T-N1,236,23415.92
2026-06-23,BV-0307,T-N1,285,28277.7
2025-07-01,BV-0307,T-N2,308,30559.76
2025-07-08,BV-0307,T-N2,276,27384.72
2025-07-15,BV-0307,T-N2,278,27583.16
2025-07-22,BV-0307,T-N2,320,31750.4
2025-07-29,BV-0307,T-N2,342,33933.24
2025-08-05,BV-0307,T-N2,327,32444.94
2025-08-12,BV-0307,T-N2,261,25896.42
2025-08-19,BV-0307,T-N2,308,30559.76
2025-08-26,BV-0307,T-N2,264,26194.08
2025-09-02,BV-0307,T-N2,319,31651.18
2025-09-09,BV-0307,T-N2,304,30162.88
2025-09-16,BV-0307,T-N2,295,29269.9
2025-09-23,BV-0307,T-N2,289,28674.58
2025-09-30,BV-0307,T-N2,295,29269.9
2025-10-07,BV-0307,T-N2,292,28972.24
2025-10-14,BV-0307,T-N2,341,33834.02
2025-10-21,BV-0307,T-N2,339,33635.58
2025-10-28,BV-0307,T-N2,331,32841.82
2025-11-04,BV-0307,T-N2,309,30658.98
2025-11-11,BV-0307,T-N2,337,33437.14
2025-11-18,BV-0307,T-N2,308,30559.76
2025-11-25,BV-0307,T-N2,396,39291.12
2025-12-02,BV-0307,T-N2,352,34925.44
2025-12-09,BV-0307,T-N2,307,30460.54
2025-12-16,BV-0307,T-N2,281,27880.82
2025-12-23,BV-0307,T-N2,272,26987.84
2025-12-30,BV-0307,T-N2,286,28376.92
2026-01-06,BV-0307,T-N2,325,32246.5
2026-01-13,BV-0307,T-N2,289,28674.58
2026-01-20,BV-0307,T-N2,264,26194.08
2026-01-27,BV-0307,T-N2,265,26293.3
2026-02-03,BV-0307,T-N2,297,29468.34
2026-02-10,BV-0307,T-N2,345,34230.9
2026-02-17,BV-0307,T-N2,285,28277.7
2026-02-24,BV-0307,T-N2,335,33238.7
2026-03-03,BV-0307,T-N2,405,40184.1
2026-03-10,BV-0307,T-N2,397,39390.34
2026-03-17,BV-0307,T-N2,270,26789.4
2026-03-24,BV-0307,T-N2,312,30956.64
2026-03-31,BV-0307,T-N2,320,31750.4
2026-04-07,BV-0307,T-N2,277,27483.94
2026-04-14,BV-0307,T-N2,253,25102.66
2026-04-21,BV-0307,T-N2,335,33238.7
2026-04-28,BV-0307,T-N2,282,27980.04
2026-05-05,BV-0307,T-N2,310,30758.2
2026-05-12,BV-0307,T-N2,332,32941.04
2026-05-19,BV-0307,T-N2,316,31353.52
2026-05-26,BV-0307,T-N2,337,33437.14
2026-06-02,BV-0307,T-N2,278,27583.16
2026-06-09,BV-0307,T-N2,273,27087.06
2026-06-16,BV-0307,T-N2,332,32941.04
2026-06-23,BV-0307,T-N2,318,31551.96
2025-07-01,BV-0307,T-N3,206,20439.32
2025-07-08,BV-0307,T-N3,237,23515.14
2025-07-15,BV-0307,T-N3,217,21530.74
2025-07-22,BV-0307,T-N3,216,21431.52
2025-07-29,BV-0307,T-N3,220,21828.4
2025-08-05,BV-0307,T-N3,216,21431.52
2025-08-12,BV-0307,T-N3,244,24209.68
2025-08-19,BV-0307,T-N3,217,21530.74
2025-08-26,BV-0307,T-N3,221,21927.62
2025-09-02,BV-0307,T-N3,219,21729.18
2025-09-09,BV-0307,T-N3,211,20935.42
2025-09-16,BV-0307,T-N3,242,24011.24
2025-09-23,BV-0307,T-N3,282,27980.04
2025-09-30,BV-0307,T-N3,250,24805.0
2025-10-07,BV-0307,T-N3,240,23812.8
2025-10-14,BV-0307,T-N3,247,24507.34
2025-10-21,BV-0307,T-N3,307,30460.54
2025-10-28,BV-0307,T-N3,296,29369.12
2025-11-04,BV-0307,T-N3,290,28773.8
2025-11-11,BV-0307,T-N3,304,30162.88
2025-11-18,BV-0307,T-N3,318,31551.96
2025-11-25,BV-0307,T-N3,244,24209.68
2025-12-02,BV-0307,T-N3,265,26293.3
2025-12-09,BV-0307,T-N3,257,25499.54
2025-12-16,BV-0307,T-N3,214,21233.08
2025-12-23,BV-0307,T-N3,230,22820.6
2025-12-30,BV-0307,T-N3,232,23019.04
2026-01-06,BV-0307,T-N3,245,24308.9
2026-01-13,BV-0307,T-N3,198,19645.56
2026-01-20,BV-0307,T-N3,250,24805.0
2026-01-27,BV-0307,T-N3,205,20340.1
2026-02-03,BV-0307,T-N3,250,24805.0
2026-02-10,BV-0307,T-N3,254,25201.88
2026-02-17,BV-0307,T-N3,274,27186.28
2026-02-24,BV-0307,T-N3,331,32841.82
2026-03-03,BV-0307,T-N3,260,25797.2
2026-03-10,BV-0307,T-N3,263,26094.86
2026-03-17,BV-0307,T-N3,234,23217.48
2026-03-24,BV-0307,T-N3,251,24904.22
2026-03-31,BV-0307,T-N3,243,24110.46
2026-04-07,BV-0307,T-N3,215,21332.3
2026-04-14,BV-0307,T-N3,262,25995.64
2026-04-21,BV-0307,T-N3,215,21332.3
2026-04-28,BV-0307,T-N3,209,20736.98
2026-05-05,BV-0307,T-N3,249,24705.78
2026-05-12,BV-0307,T-N3,216,21431.52
2026-05-19,BV-0307,T-N3,259,25697.98
2026-05-26,BV-0307,T-N3,216,21431.52
2026-06-02,BV-0307,T-N3,279,27682.38
2026-06-09,BV-0307,T-N3,267,26491.74
2026-06-16,BV-0307,T-N3,213,21133.86
2026-06-23,BV-0307,T-N3,273,27087.06
2025-07-01,BV-0307,T-S1,234,23217.48
2025-07-08,BV-0307,T-S1,298,29567.56
2025-07-15,BV-0307,T-S1,275,27285.5
2025-07-22,BV-0307,T-S1,284,28178.48
2025-07-29,BV-0307,T-S1,282,27980.04
2025-08-05,BV-0307,T-S1,256,25400.32
2025-08-12,BV-0307,T-S1,301,29865.22
2025-08-19,BV-0307,T-S1,262,25995.64
2025-08-26,BV-0307,T-S1,283,28079.26
2025-09-02,BV-0307,T-S1,265,26293.3
2025-09-09,BV-0307,T-S1,310,30758.2
2025-09-16,BV-0307,T-S1,274,27186.28
2025-09-23,BV-0307,T-S1,299,29666.78
2025-09-30,BV-0307,T-S1,283,28079.26
2025-10-07,BV-0307,T-S1,346,34330.12
2025-10-14,BV-0307,T-S1,336,33337.92
2025-10-21,BV-0307,T-S1,284,28178.48
2025-10-28,BV-0307,T-S1,409,40580.98
2025-11-04,BV-0307,T-S1,375,37207.5
2025-11-11,BV-0307,T-S1,460,45641.2
2025-11-18,BV-0307,T-S1,292,28972.24
2025-11-25,BV-0307,T-S1,339,33635.58
2025-12-02,BV-0307,T-S1,289,28674.58
2025-12-09,BV-0307,T-S1,242,24011.24
2025-12-16,BV-0307,T-S1,315,31254.3
2025-12-23,BV-0307,T-S1,330,32742.6
2025-12-30,BV-0307,T-S1,232,23019.04
2026-01-06,BV-0307,T-S1,230,22820.6
2026-01-13,BV-0307,T-S1,231,22919.82
2026-01-20,BV-0307,T-S1,231,22919.82
2026-01-27,BV-0307,T-S1,281,27880.82
2026-02-03,BV-0307,T-S1,296,29369.12
2026-02-10,BV-0307,T-S1,294,29170.68
2026-02-17,BV-0307,T-S1,242,24011.24
2026-02-24,BV-0307,T-S1,253,25102.66
2026-03-03,BV-0307,T-S1,300,29766.0
2026-03-10,BV-0307,T-S1,244,24209.68
2026-03-17,BV-0307,T-S1,326,32345.72
2026-03-24,BV-0307,T-S1,313,31055.86
2026-03-31,BV-0307,T-S1,261,25896.42
2026-04-07,BV-0307,T-S1,230,22820.6
2026-04-14,BV-0307,T-S1,291,28873.02
2026-04-21,BV-0307,T-S1,290,28773.8
2026-04-28,BV-0307,T-S1,259,25697.98
2026-05-05,BV-0307,T-S1,297,29468.34
2026-05-12,BV-0307,T-S1,275,27285.5
2026-05-19,BV-0307,T-S1,260,25797.2
2026-05-26,BV-0307,T-S1,241,23912.02
2026-06-02,BV-0307,T-S1,299,29666.78
2026-06-09,BV-0307,T-S1,284,28178.48
2026-06-16,BV-0307,T-S1,283,28079.26
2026-06-23,BV-0307,T-S1,293,29071.46
2025-07-01,BV-0307,T-S2,149,14783.78
2025-07-08,BV-0307,T-S2,174,17264.28
2025-07-15,BV-0307,T-S2,176,17462.72
2025-07-22,BV-0307,T-S2,156,15478.32
2025-07-29,BV-0307,T-S2,164,16272.08
2025-08-05,BV-0307,T-S2,164,16272.08
2025-08-12,BV-0307,T-S2,183,18157.26
2025-08-19,BV-0307,T-S2,163,16172.86
2025-08-26,BV-0307,T-S2,178,17661.16
2025-09-02,BV-0307,T-S2,158,15676.76
2025-09-09,BV-0307,T-S2,186,18454.92
2025-09-16,BV-0307,T-S2,158,15676.76
2025-09-23,BV-0307,T-S2,160,15875.2
2025-09-30,BV-0307,T-S2,144,14287.68
2025-10-07,BV-0307,T-S2,165,16371.3
2025-10-14,BV-0307,T-S2,180,17859.6
2025-10-21,BV-0307,T-S2,185,18355.7
2025-10-28,BV-0307,T-S2,228,22622.16
2025-11-04,BV-0307,T-S2,264,26194.08
2025-11-11,BV-0307,T-S2,273,27087.06
2025-11-18,BV-0307,T-S2,202,20042.44
2025-11-25,BV-0307,T-S2,186,18454.92
2025-12-02,BV-0307,T-S2,194,19248.68
2025-12-09,BV-0307,T-S2,174,17264.28
2025-12-16,BV-0307,T-S2,151,14982.22
2025-12-23,BV-0307,T-S2,158,15676.76
2025-12-30,BV-0307,T-S2,178,17661.16
2026-01-06,BV-0307,T-S2,165,16371.3
2026-01-13,BV-0307,T-S2,186,18454.92
2026-01-20,BV-0307,T-S2,170,16867.4
2026-01-27,BV-0307,T-S2,146,14486.12
2026-02-03,BV-0307,T-S2,149,14783.78
2026-02-10,BV-0307,T-S2,158,15676.76
2026-02-17,BV-0307,T-S2,153,15180.66
2026-02-24,BV-0307,T-S2,184,18256.48
2026-03-03,BV-0307,T-S2,168,16668.96
2026-03-10,BV-0307,T-S2,196,19447.12
2026-03-17,BV-0307,T-S2,195,19347.9
2026-03-24,BV-0307,T-S2,164,16272.08
2026-03-31,BV-0307,T-S2,173,17165.06
2026-04-07,BV-0307,T-S2,173,17165.06
2026-04-14,BV-0307,T-S2,175,17363.5
2026-04-21,BV-0307,T-S2,170,16867.4
2026-04-28,BV-0307,T-S2,161,15974.42
2026-05-05,BV-0307,T-S2,183,18157.26
2026-05-12,BV-0307,T-S2,165,16371.3
2026-05-19,BV-0307,T-S2,177,17561.94
2026-05-26,BV-0307,T-S2,190,18851.8
2026-06-02,BV-0307,T-S2,193,19149.46
2026-06-09,BV-0307,T-S2,188,18653.36
2026-06-16,BV-0307,T-S2,173,17165.06
2026-06-23,BV-0307,T-S2,187,18554.14
2025-07-01,BV-0307,T-S3,219,21729.18
2025-07-08,BV-0307,T-S3,258,25598.76
2025-07-15,BV-0307,T-S3,265,26293.3
2025-07-22,BV-0307,T-S3,287,28476.14
2025-07-29,BV-0307,T-S3,226,22423.72
2025-08-05,BV-0307,T-S3,275,27285.5
2025-08-12,BV-0307,T-S3,232,23019.04
2025-08-19,BV-0307,T-S3,226,22423.72
2025-08-26,BV-0307,T-S3,231,22919.82
2025-09-02,BV-0307,T-S3,233,23118.26
2025-09-09,BV-0307,T-S3,241,23912.02
2025-09-16,BV-0307,T-S3,250,24805.0
2025-09-23,BV-0307,T-S3,315,31254.3
2025-09-30,BV-0307,T-S3,254,25201.88
2025-10-07,BV-0307,T-S3,319,31651.18
2025-10-14,BV-0307,T-S3,320,31750.4
2025-10-21,BV-0307,T-S3,321,31849.62
2025-10-28,BV-0307,T-S3,379,37604.38
2025-11-04,BV-0307,T-S3,427,42366.94
2025-11-11,BV-0307,T-S3,339,33635.58
2025-11-18,BV-0307,T-S3,282,27980.04
2025-11-25,BV-0307,T-S3,288,28575.36
2025-12-02,BV-0307,T-S3,300,29766.0
2025-12-09,BV-0307,T-S3,290,28773.8
2025-12-16,BV-0307,T-S3,316,31353.52
2025-12-23,BV-0307,T-S3,251,24904.22
2025-12-30,BV-0307,T-S3,231,22919.82
2026-01-06,BV-0307,T-S3,236,23415.92
2026-01-13,BV-0307,T-S3,237,23515.14
2026-01-20,BV-0307,T-S3,249,24705.78
2026-01-27,BV-0307,T-S3,296,29369.12
2026-02-03,BV-0307,T-S3,256,25400.32
2026-02-10,BV-0307,T-S3,247,24507.34
2026-02-17,BV-0307,T-S3,278,27583.16
2026-02-24,BV-0307,T-S3,260,25797.2
2026-03-03,BV-0307,T-S3,293,29071.46
2026-03-10,BV-0307,T-S3,248,24606.56
2026-03-17,BV-0307,T-S3,277,27483.94
2026-03-24,BV-0307,T-S3,240,23812.8
2026-03-31,BV-0307,T-S3,254,25201.88
2026-04-07,BV-0307,T-S3,226,22423.72
2026-04-14,BV-0307,T-S3,267,26491.74
2026-04-21,BV-0307,T-S3,278,27583.16
2026-04-28,BV-0307,T-S3,288,28575.36
2026-05-05,BV-0307,T-S3,233,23118.26
2026-05-12,BV-0307,T-S3,290,28773.8
2026-05-19,BV-0307,T-S3,288,28575.36
2026-05-26,BV-0307,T-S3,239,23713.58
2026-06-02,BV-0307,T-S3,308,30559.76
2026-06-09,BV-0307,T-S3,246,24408.12
2026-06-16,BV-0307,T-S3,290,28773.8
2026-06-23,BV-0307,T-S3,307,30460.54
2025-07-01,BV-0307,T-E1,220,21828.4
2025-07-08,BV-0307,T-E1,272,26987.84
2025-07-15,BV-0307,T-E1,279,27682.38
2025-07-22,BV-0307,T-E1,236,23415.92
2025-07-29,BV-0307,T-E1,219,21729.18
2025-08-05,BV-0307,T-E1,226,22423.72
2025-08-12,BV-0307,T-E1,247,24507.34
2025-08-19,BV-0307,T-E1,231,22919.82
2025-08-26,BV-0307,T-E1,292,28972.24
2025-09-02,BV-0307,T-E1,242,24011.24
2025-09-09,BV-0307,T-E1,253,25102.66
2025-09-16,BV-0307,T-E1,249,24705.78
2025-09-23,BV-0307,T-E1,256,25400.32
2025-09-30,BV-0307,T-E1,281,27880.82
2025-10-07,BV-0307,T-E1,291,28873.02
2025-10-14,BV-0307,T-E1,279,27682.38
2025-10-21,BV-0307,T-E1,314,31155.08
2025-10-28,BV-0307,T-E1,265,26293.3
2025-11-04,BV-0307,T-E1,292,28972.24
2025-11-11,BV-0307,T-E1,328,32544.16
2025-11-18,BV-0307,T-E1,281,27880.82
2025-11-25,BV-0307,T-E1,319,31651.18
2025-12-02,BV-0307,T-E1,271,26888.62
2025-12-09,BV-0307,T-E1,250,24805.0
2025-12-16,BV-0307,T-E1,232,23019.04
2025-12-23,BV-0307,T-E1,274,27186.28
2025-12-30,BV-0307,T-E1,218,21629.96
2026-01-06,BV-0307,T-E1,270,26789.4
2026-01-13,BV-0307,T-E1,245,24308.9
2026-01-20,BV-0307,T-E1,252,25003.44
2026-01-27,BV-0307,T-E1,237,23515.14
2026-02-03,BV-0307,T-E1,282,27980.04
2026-02-10,BV-0307,T-E1,237,23515.14
2026-02-17,BV-0307,T-E1,293,29071.46
2026-02-24,BV-0307,T-E1,269,26690.18
2026-03-03,BV-0307,T-E1,228,22622.16
2026-03-10,BV-0307,T-E1,271,26888.62
2026-03-17,BV-0307,T-E1,253,25102.66
2026-03-24,BV-0307,T-E1,294,29170.68
2026-03-31,BV-0307,T-E1,278,27583.16
2026-04-07,BV-0307,T-E1,221,21927.62
2026-04-14,BV-0307,T-E1,239,23713.58
2026-04-21,BV-0307,T-E1,217,21530.74
2026-04-28,BV-0307,T-E1,237,23515.14
2026-05-05,BV-0307,T-E1,242,24011.24
2026-05-12,BV-0307,T-E1,276,27384.72
2026-05-19,BV-0307,T-E1,254,25201.88
2026-05-26,BV-0307,T-E1,284,28178.48
2026-06-02,BV-0307,T-E1,232,23019.04
2026-06-09,BV-0307,T-E1,241,23912.02
2026-06-16,BV-0307,T-E1,257,25499.54
2026-06-23,BV-0307,T-E1,268,26590.96
2025-07-01,BV-0307,T-E2,324,32147.28
2025-07-08,BV-0307,T-E2,313,31055.86
2025-07-15,BV-0307,T-E2,324,32147.28
2025-07-22,BV-0307,T-E2,339,33635.58
2025-07-29,BV-0307,T-E2,265,26293.3
2025-08-05,BV-0307,T-E2,293,29071.46
2025-08-12,BV-0307,T-E2,264,26194.08
2025-08-19,BV-0307,T-E2,305,30262.1
2025-08-26,BV-0307,T-E2,321,31849.62
2025-09-02,BV-0307,T-E2,300,29766.0
2025-09-09,BV-0307,T-E2,335,33238.7
2025-09-16,BV-0307,T-E2,277,27483.94
2025-09-23,BV-0307,T-E2,291,28873.02
2025-09-30,BV-0307,T-E2,271,26888.62
2025-10-07,BV-0307,T-E2,358,35520.76
2025-10-14,BV-0307,T-E2,306,30361.32
2025-10-21,BV-0307,T-E2,354,35123.88
2025-10-28,BV-0307,T-E2,386,38298.92
2025-11-04,BV-0307,T-E2,360,35719.2
2025-11-11,BV-0307,T-E2,330,32742.6
2025-11-18,BV-0307,T-E2,405,40184.1
2025-11-25,BV-0307,T-E2,331,32841.82
2025-12-02,BV-0307,T-E2,314,31155.08
2025-12-09,BV-0307,T-E2,355,35223.1
2025-12-16,BV-0307,T-E2,280,27781.6
2025-12-23,BV-0307,T-E2,305,30262.1
2025-12-30,BV-0307,T-E2,250,24805.0
2026-01-06,BV-0307,T-E2,316,31353.52
2026-01-13,BV-0307,T-E2,270,26789.4
2026-01-20,BV-0307,T-E2,334,33139.48
2026-01-27,BV-0307,T-E2,297,29468.34
2026-02-03,BV-0307,T-E2,316,31353.52
2026-02-10,BV-0307,T-E2,330,32742.6
2026-02-17,BV-0307,T-E2,351,34826.22
2026-02-24,BV-0307,T-E2,325,32246.5
2026-03-03,BV-0307,T-E2,296,29369.12
2026-03-10,BV-0307,T-E2,352,34925.44
2026-03-17,BV-0307,T-E2,293,29071.46
2026-03-24,BV-0307,T-E2,310,30758.2
2026-03-31,BV-0307,T-E2,304,30162.88
2026-04-07,BV-0307,T-E2,247,24507.34
2026-04-14,BV-0307,T-E2,325,32246.5
2026-04-21,BV-0307,T-E2,330,32742.6
2026-04-28,BV-0307,T-E2,293,29071.46
2026-05-05,BV-0307,T-E2,329,32643.38
2026-05-12,BV-0307,T-E2,276,27384.72
2026-05-19,BV-0307,T-E2,274,27186.28
2026-05-26,BV-0307,T-E2,349,34627.78
2026-06-02,BV-0307,T-E2,271,26888.62
2026-06-09,BV-0307,T-E2,289,28674.58
2026-06-16,BV-0307,T-E2,344,34131.68
2026-06-23,BV-0307,T-E2,290,28773.8
2025-07-01,BV-0307,T-E3,265,26293.3
2025-07-08,BV-0307,T-E3,219,21729.18
2025-07-15,BV-0307,T-E3,243,24110.46
2025-07-22,BV-0307,T-E3,215,21332.3
2025-07-29,BV-0307,T-E3,267,26491.74
2025-08-05,BV-0307,T-E3,224,22225.28
2025-08-12,BV-0307,T-E3,249,24705.78
2025-08-19,BV-0307,T-E3,272,26987.84
2025-08-26,BV-0307,T-E3,280,27781.6
2025-09-02,BV-0307,T-E3,261,25896.42
2025-09-09,BV-0307,T-E3,219,21729.18
2025-09-16,BV-0307,T-E3,233,23118.26
2025-09-23,BV-0307,T-E3,243,24110.46
2025-09-30,BV-0307,T-E3,227,22522.94
2025-10-07,BV-0307,T-E3,270,26789.4
2025-10-14,BV-0307,T-E3,240,23812.8
2025-10-21,BV-0307,T-E3,274,27186.28
2025-10-28,BV-0307,T-E3,298,29567.56
2025-11-04,BV-0307,T-E3,288,28575.36
2025-11-11,BV-0307,T-E3,252,25003.44
2025-11-18,BV-0307,T-E3,329,32643.38
2025-11-25,BV-0307,T-E3,328,32544.16
2025-12-02,BV-0307,T-E3,278,27583.16
2025-12-09,BV-0307,T-E3,272,26987.84
2025-12-16,BV-0307,T-E3,231,22919.82
2025-12-23,BV-0307,T-E3,256,25400.32
2025-12-30,BV-0307,T-E3,210,20836.2
2026-01-06,BV-0307,T-E3,226,22423.72
2026-01-13,BV-0307,T-E3,226,22423.72
2026-01-20,BV-0307,T-E3,265,26293.3
2026-01-27,BV-0307,T-E3,274,27186.28
2026-02-03,BV-0307,T-E3,246,24408.12
2026-02-10,BV-0307,T-E3,258,25598.76
2026-02-17,BV-0307,T-E3,236,23415.92
2026-02-24,BV-0307,T-E3,281,27880.82
2026-03-03,BV-0307,T-E3,257,25499.54
2026-03-10,BV-0307,T-E3,282,27980.04
2026-03-17,BV-0307,T-E3,222,22026.84
2026-03-24,BV-0307,T-E3,257,25499.54
2026-03-31,BV-0307,T-E3,245,24308.9
2026-04-07,BV-0307,T-E3,223,22126.06
2026-04-14,BV-0307,T-E3,257,25499.54
2026-04-21,BV-0307,T-E3,206,20439.32
2026-04-28,BV-0307,T-E3,229,22721.38
2026-05-05,BV-0307,T-E3,259,25697.98
2026-05-12,BV-0307,T-E3,221,21927.62
2026-05-19,BV-0307,T-E3,277,27483.94
2026-05-26,BV-0307,T-E3,233,23118.26
2026-06-02,BV-0307,T-E3,251,24904.22
2026-06-09,BV-0307,T-E3,267,26491.74
2026-06-16,BV-0307,T-E3,231,22919.82
2026-06-23,BV-0307,T-E3,264,26194.08
2025-07-01,BV-0307,T-W1,190,18851.8
2025-07-08,BV-0307,T-W1,147,14585.34
2025-07-15,BV-0307,T-W1,178,17661.16
2025-07-22,BV-0307,T-W1,175,17363.5
2025-07-29,BV-0307,T-W1,170,16867.4
2025-08-05,BV-0307,T-W1,170,16867.4
2025-08-12,BV-0307,T-W1,185,18355.7
2025-08-19,BV-0307,T-W1,176,17462.72
2025-08-26,BV-0307,T-W1,192,19050.24
2025-09-02,BV-0307,T-W1,200,19844.0
2025-09-09,BV-0307,T-W1,202,20042.44
2025-09-16,BV-0307,T-W1,155,15379.1
2025-09-23,BV-0307,T-W1,183,18157.26
2025-09-30,BV-0307,T-W1,144,14287.68
2025-10-07,BV-0307,T-W1,197,19546.34
2025-10-14,BV-0307,T-W1,186,18454.92
2025-10-21,BV-0307,T-W1,184,18256.48
2025-10-28,BV-0307,T-W1,230,22820.6
2025-11-04,BV-0307,T-W1,224,22225.28
2025-11-11,BV-0307,T-W1,201,19943.22
2025-11-18,BV-0307,T-W1,184,18256.48
2025-11-25,BV-0307,T-W1,193,19149.46
2025-12-02,BV-0307,T-W1,160,15875.2
2025-12-09,BV-0307,T-W1,189,18752.58
2025-12-16,BV-0307,T-W1,195,19347.9
2025-12-23,BV-0307,T-W1,173,17165.06
2025-12-30,BV-0307,T-W1,178,17661.16
2026-01-06,BV-0307,T-W1,170,16867.4
2026-01-13,BV-0307,T-W1,163,16172.86
2026-01-20,BV-0307,T-W1,155,15379.1
2026-01-27,BV-0307,T-W1,171,16966.62
2026-02-03,BV-0307,T-W1,195,19347.9
2026-02-10,BV-0307,T-W1,172,17065.84
2026-02-17,BV-0307,T-W1,185,18355.7
2026-02-24,BV-0307,T-W1,191,18951.02
2026-03-03,BV-0307,T-W1,180,17859.6
2026-03-10,BV-0307,T-W1,171,16966.62
2026-03-17,BV-0307,T-W1,168,16668.96
2026-03-24,BV-0307,T-W1,210,20836.2
2026-03-31,BV-0307,T-W1,51,5060.22
2026-04-07,BV-0307,T-W1,164,16272.08
2026-04-14,BV-0307,T-W1,145,14386.9
2026-04-21,BV-0307,T-W1,148,14684.56
2026-04-28,BV-0307,T-W1,184,18256.48
2026-05-05,BV-0307,T-W1,154,15279.88
2026-05-12,BV-0307,T-W1,171,16966.62
2026-05-19,BV-0307,T-W1,166,16470.52
2026-05-26,BV-0307,T-W1,199,19744.78
2026-06-02,BV-0307,T-W1,177,17561.94
2026-06-09,BV-0307,T-W1,186,18454.92
2026-06-16,BV-0307,T-W1,174,17264.28
2026-06-23,BV-0307,T-W1,202,20042.44
2025-07-01,BV-0307,T-W2,161,15974.42
2025-07-08,BV-0307,T-W2,169,16768.18
2025-07-15,BV-0307,T-W2,163,16172.86
2025-07-22,BV-0307,T-W2,179,17760.38
2025-07-29,BV-0307,T-W2,160,15875.2
2025-08-05,BV-0307,T-W2,183,18157.26
2025-08-12,BV-0307,T-W2,208,20637.76
2025-08-19,BV-0307,T-W2,167,16569.74
2025-08-26,BV-0307,T-W2,190,18851.8
2025-09-02,BV-0307,T-W2,181,17958.82
2025-09-09,BV-0307,T-W2,211,20935.42
2025-09-16,BV-0307,T-W2,218,21629.96
2025-09-23,BV-0307,T-W2,200,19844.0
2025-09-30,BV-0307,T-W2,177,17561.94
2025-10-07,BV-0307,T-W2,206,20439.32
2025-10-14,BV-0307,T-W2,220,21828.4
2025-10-21,BV-0307,T-W2,229,22721.38
2025-10-28,BV-0307,T-W2,196,19447.12
2025-11-04,BV-0307,T-W2,205,20340.1
2025-11-11,BV-0307,T-W2,237,23515.14
2025-11-18,BV-0307,T-W2,212,21034.64
2025-11-25,BV-0307,T-W2,242,24011.24
2025-12-02,BV-0307,T-W2,201,19943.22
2025-12-09,BV-0307,T-W2,164,16272.08
2025-12-16,BV-0307,T-W2,173,17165.06
2025-12-23,BV-0307,T-W2,210,20836.2
2025-12-30,BV-0307,T-W2,161,15974.42
2026-01-06,BV-0307,T-W2,159,15775.98
2026-01-13,BV-0307,T-W2,199,19744.78
2026-01-20,BV-0307,T-W2,165,16371.3
2026-01-27,BV-0307,T-W2,172,17065.84
2026-02-03,BV-0307,T-W2,184,18256.48
2026-02-10,BV-0307,T-W2,162,16073.64
2026-02-17,BV-0307,T-W2,183,18157.26
2026-02-24,BV-0307,T-W2,177,17561.94
2026-03-03,BV-0307,T-W2,164,16272.08
2026-03-10,BV-0307,T-W2,185,18355.7
2026-03-17,BV-0307,T-W2,170,16867.4
2026-03-24,BV-0307,T-W2,192,19050.24
2026-03-31,BV-0307,T-W2,58,5754.76
2026-04-07,BV-0307,T-W2,190,18851.8
2026-04-14,BV-0307,T-W2,176,17462.72
2026-04-21,BV-0307,T-W2,192,19050.24
2026-04-28,BV-0307,T-W2,200,19844.0
2026-05-05,BV-0307,T-W2,199,19744.78
2026-05-12,BV-0307,T-W2,177,17561.94
2026-05-19,BV-0307,T-W2,161,15974.42
2026-05-26,BV-0307,T-W2,207,20538.54
2026-06-02,BV-0307,T-W2,193,19149.46
2026-06-09,BV-0307,T-W2,161,15974.42
2026-06-16,BV-0307,T-W2,202,20042.44
2026-06-23,BV-0307,T-W2,201,19943.22
2025-07-01,BV-0307,T-W3,136,13493.92
2025-07-08,BV-0307,T-W3,150,14883.0
2025-07-15,BV-0307,T-W3,166,16470.52
2025-07-22,BV-0307,T-W3,162,16073.64
2025-07-29,BV-0307,T-W3,167,16569.74
2025-08-05,BV-0307,T-W3,172,17065.84
2025-08-12,BV-0307,T-W3,149,14783.78
2025-08-19,BV-0307,T-W3,173,17165.06
2025-08-26,BV-0307,T-W3,174,17264.28
2025-09-02,BV-0307,T-W3,156,15478.32
2025-09-09,BV-0307,T-W3,168,16668.96
2025-09-16,BV-0307,T-W3,199,19744.78
2025-09-23,BV-0307,T-W3,165,16371.3
